name_a,name_b,score
pecans,popcorn,0.0255
popcorn,vinegar,-0.064
balsamic vinegar,vanilla,-0.265
caraway,fennel,0.1318
cardamom,fenugreek,0.441
cinnamon,fenugreek,0.1329
coconut,fenugreek,0.2129
fennel,fenugreek,0.3093
cinnamon,sorghum,0.1443
nutmeg,sorghum,0.1396
orange,sorghum,0.0964
salt,sorghum,0.0922
sorghum,sugar,0.1011
cooking oil,fennel,0.0241
cooking oil,turmeric,0.1952
fennel,turmeric,0.2409
egg yolk,raspberry,0.1236
cherry,swiss cheese,-0.0526
coconut,vodka,-0.0341
cranberry,syrup,0.0329
lasagna,taco,0.0911
macaroni,red wine,-0.0827
ice cream,lime,-0.0914
cocoa powder,orange,-0.0686
allspice,syrup,0.0588
allspice,white pepper,0.0512
chili,syrup,-0.2015
balsamic vinegar,sausage,-0.0669
cheddar cheese,oats,-0.2317
oats,onion,-0.2703
cream,taco,-0.1836
bread,syrup,-0.0624
brandy,oregano,-0.0734
brandy,sour cream,0.0064
ghee,pepper,-0.0365
cumin,peanut butter,-0.1116
ice cream,white chocolate,0.0089
green beans,salad dressing,0.0149
peanut butter,white bread,0.0594
beef,salad,-0.0362
rice,salad,-0.0996
salad,tomato,-0.0223
cabbage,cinnamon,-0.2288
bamboo shoots,lime,0.1201
icing,pecans,0.0493
bulgur,celery,0.0061
bulgur,corn,0.0272
bulgur,pine nuts,0.2032
bulgur,tomato,0.1103
bulgur,white wine,-0.0104
butternut squash,corn,-0.0241
butternut squash,white wine,0.087
corn,pine nuts,-0.0587
pine nuts,sausage,-0.0499
lettuce,pizza,-0.0113
broccoli,mint,-0.1475
gelatin,rice,-0.2227
coconut,milk powder,0.0854
cumin,white bread,-0.0985
maple syrup,rice,-0.111
shrimp,wild rice,0.0064
fish sauce,jasmine,0.4139
jasmine,peanut butter,0.0324
jasmine,peanut oil,0.2733
honey,rhubarb,0.0616
miso,shiitake,0.3094
brown sugar,winter squash,0.0702
gelatin,parsley,-0.2577
couscous,lamb,0.2506
couscous,onion,0.0264
chard,sugar,-0.2132
flour,truffle,-0.0538
gruyere cheese,sausage,-0.0336
milk,truffle,0
horseradish,mushroom,0.0532
horseradish,peas,-0.0076
horseradish,water,-0.0965
cream,sunflower,-0.09
crab,sherry,0.1368
crab,white wine,0.092
balsamic vinegar,romano cheese,0.0446
balsamic vinegar,mushroom,-0.0011
mushroom,rosemary,0.0241
pine nuts,quinoa,0.1465
broccoli,peanut oil,0.1134
cherry,hamburger,-0.0854
cheese,coconut,-0.2918
carrot,sunflower,0.0497
celery,parsnip,0.2156
onion,parsnip,0.1377
coconut,grape,-0.1641
fish sauce,grape,0.0524
green beans,turmeric,0.0595
albacore tuna,basil,0.0629
albacore tuna,cream cheese,0.0298
albacore tuna,lemon,0.0408
pear,spinach,0.0492
balsamic vinegar,orange,0.0149
corn,sunflower,-0.0968
beer,meat,0.1135
jalapeno,meat,0.0184
almond,pepper,-0.2857
biscuit,oregano,0.0464
sausage,turkey,-0.0301
cinnamon,sesame oil,-0.332
cumin,sesame oil,-0.1688
fennel,sesame oil,-0.0766
cake,strawberry jam,0.1035
pudding,strawberry jam,0.1041
strawberry jam,topping,0.1992
cardamom,coffee,0.1172
coffee,evaporated milk,0.0582
orange,vermouth,0.1731
bread,sesame,-0.0653
banana,pecans,0.0289
coconut,peach,0.0301
peach,pecans,0.0209
cheese,feta,-0.0734
cream cheese,feta,-0.019
feta,milk,-0.0943
feta,tomato,0.0102
apple cider vinegar,pomegranate,0.1297
apple cider vinegar,shallot,0.0765
celery,pomegranate,-0.0561
pomegranate,shallot,0.1348
basil,pistachio,-0.0346
chicken,pistachio,-0.1062
garlic,pistachio,-0.1106
parmesan cheese,pistachio,-0.0233
jalapeno,thyme,-0.0732
mozzarella cheese,vinegar,-0.194
carrot,oats,-0.1105
chicken,oats,-0.3542
maple syrup,pineapple,-0.0345
carrot,turnip,0.2152
celery,turnip,0.1926
chicken,turnip,0.0591
nutmeg,soup,-0.0667
nuts,pecans,-0.1194
anchovy,fennel,0.1305
fennel,pasta,0.0075
pasta,saffron,-0.0067
semolina,yogurt,0.1279
cocoa,tofu,-0.011
anchovy,broccoli,0.0855
anchovy,rosemary,0.1376
sesame oil,sunflower,0.0147
bread,peach,0.0076
cake,coffee,0.089
avocado,pomegranate,0.0734
adobo,parmesan cheese,-0.0777
lamb,lime,-0.0634
lamb,parmesan cheese,-0.1046
allspice,canola oil,0.0591
allspice,mango,0.0438
allspice,shrimp,-0.0464
anchovy,bacon,-0.0277
anchovy,flour,-0.141
anchovy,thyme,0.118
brandy,carrot,-0.0469
feta cheese,walnut,0.0688
ricotta cheese,sugar substitute,0.0656
anise,basil,-0.0247
anise,olive oil,-0.015
anise,pepper,-0.0612
coconut,shortening,0.0282
barley,cherry,0.0428
corn,pancetta,-0.0472
corn,red wine,-0.0069
cheddar cheese,yogurt,-0.077
ham,yogurt,-0.1653
pine nuts,sesame,-0.0527
dark chocolate,yogurt,-0.0459
taco,yogurt,-0.051
cocktail,dill,0.119
capsicum,peas,0.111
capsicum,pineapple,0.128
capsicum,sugar,-0.0964
kombu,onion,-0.0721
kombu,pepper,-0.1553
carrot,sweet potato,0.1413
mint,vodka,0.129
canola oil,popcorn,0.0854
popcorn,sauce,-0.0614
fish,sugar,-0.1571
parmesan cheese,yogurt,-0.0972
agave,peanut butter,0.1083
cream,ravioli,0.0163
prosciutto,romano cheese,0.1972
pie,ricotta cheese,0.0543
ricotta cheese,topping,-0.0769
broccoli,goat cheese,-0.0462
sourdough,white bread,0.099
feta,lime,-0.0402
red wine,white wine,-0.1042
coriander,wasabi,0.0711
sesame oil,wasabi,0.2412
jalapeno,peanut butter,-0.1306
cabbage,mozzarella cheese,-0.1934
lemon,safflower,0.0325
safflower,sugar,0.0111
safflower,vanilla,0.0301
safflower,water,-0.0107
safflower,yogurt,0.1182
corn,saffron,-0.0657
adobo,ham,-0.0019
adobo,mango,0.1356
adobo,pineapple,-0.0408
ham,mango,-0.0413
bread,coconut,-0.1705
gelatin,pudding,0.1859
cashew,chili,0.1145
chili,relish,0.0911
cheddar cheese,feta cheese,-0.1664
evaporated milk,feta cheese,-0.1045
asparagus,carrot,-0.0185
asparagus,chili,-0.1104
eggplant,flour,-0.0872
eggplant,milk,-0.0821
eggplant,shallot,0.0678
eggplant,sugar,-0.1426
eggplant,white wine,0.004
lentils,saffron,0.115
pie crust,turkey,-0.0631
canola oil,egg yolk,0.0172
cheese,strawberry jam,-0.0578
pasta,sherry,-0.0272
sherry,turkey,0.026
parsley,raspberry,-0.1954
bacon,lamb,-0.1506
bacon,lentils,-0.0004
lamb,lentils,0.1074
molasses,pecans,0.0133
almond,pudding,0.0393
ketchup,white wine,-0.0816
avocado,canola oil,0.0132
gruyere cheese,rice,-0.1177
allspice,buttermilk,0.09
fennel,leek,0.1893
meat,spinach,-0.0897
jasmine,peas,0.154
beef,chard,-0.0777
butter,chard,-0.0629
chard,mustard,-0.0384
chard,sauce,-0.0591
chard,white wine,0.0894
bamboo shoots,broccoli,0.1489
cabbage,soup,0.1631
salt,soup,-0.0299
soup,white wine,0.0243
hamburger,mushroom,0.153
basil,cooking oil,-0.021
celery,cooking oil,0.0097
almond,arrowroot,0.3292
arrowroot,cinnamon,0.1047
arrowroot,maple syrup,0.2152
arrowroot,oats,0.0923
arrowroot,salt,0.0663
bacon,shortening,-0.1938
parsley,shortening,-0.1787
bonito,onion,-0.0054
brown sugar,feta cheese,-0.2584
brown sugar,pine nuts,-0.1625
feta cheese,wheat,-0.0116
pine nuts,wheat,0.0337
fennel,ghee,0.1837
alfalfa,rice,0.0708
alfalfa,water,-0.0573
apple cider vinegar,potato,0.022
buttermilk,grape,-0.0974
cocktail,lettuce,0.042
acorn,cheddar cheese,-0.0684
acorn,parmesan cheese,-0.0242
parmesan cheese,sunflower,-0.1161
apricot,pie,0.022
agave,orange,0.0877
gelatin,popcorn,0.1223
beef,shallot,-0.0308
beer,broccoli,-0.1099
beer,shallot,-0.0162
cherry,shortening,-0.1288
fennel,pancetta,0.1754
fennel,shallot,0.1336
beer,ice cream,0.0938
capers,cinnamon,-0.1919
cake,pecan,0.0431
ice cream,pecan,0.0736
pecan,topping,0.0896
swiss cheese,tarragon,0.0633
condensed milk,nutmeg,0.0097
balsamic vinegar,sourdough,0.0195
sourdough,white wine,0.0108
apricot,orange,0.1385
molasses,peanut butter,-0.0515
beef,eggplant,-0.0442
eggplant,yogurt,0.052
barley,lima beans,0.2502
lima beans,peas,0.1684
cocoa powder,ginger,-0.1707
pie,pineapple,0.0036
brown sugar,salad,-0.1469
cream cheese,salad,-0.1164
salad,vanilla,-0.2115
peanut butter,pork,-0.1755
mint,pecans,-0.1788
butter,sorghum,0.0767
egg,sorghum,0.0664
flour,sorghum,0.0699
sorghum,vinegar,0.1308
acorn,cream,-0.0379
acorn,ginger,0.0495
acorn,mustard,-0.057
acorn,parsley,-0.0515
balsamic vinegar,lentils,0.072
balsamic vinegar,turmeric,-0.0685
balsamic vinegar,walnut,0.1719
lentils,turmeric,0.2791
biscuit,brown sugar,0.0364
biscuit,nutmeg,0.0245
broccoli,pie,-0.0015
cream,ketchup,-0.1862
lemon,swordfish,0.147
dates,shortening,0.111
balsamic vinegar,ketchup,-0.0605
hamburger,jalapeno,0.1337
kale,pecans,-0.0354
kale,salmon,-0.0138
parsley,sweet potato,0.0019
pecans,salmon,-0.0725
pecans,sweet potato,0.021
salmon,sweet potato,0.0106
banana,rice,-0.1155
banana,shrimp,-0.1447
dark chocolate,oats,0.0907
egg yolk,lamb,-0.0115
olive oil,white chocolate,-0.3496
gruyere cheese,red wine,0.0487
beans,pie,-0.1132
beans,soup,0.0606
corn,pie,-0.1337
eggplant,plum,0.1908
butternut squash,gruyere cheese,0.1805
gruyere cheese,sage,0.1386
jalapeno,salad dressing,-0.0112
brandy,pecans,0.0614
apple,sake,-0.0577
sake,sauce,-0.0497
maple syrup,pomegranate,0.0912
milk,radish,-0.1395
bread,tea,-0.1045
fish sauce,sherry,-0.0213
blackberry,red wine,0.1801
blackberry,thyme,0.096
port wine,thyme,0.1547
apple,blue cheese,0.0654
blue cheese,honey,0.0188
cherry,white chocolate,-0.1085
corn,sage,-0.0596
artichoke,dill,0.0672
artichoke,feta,0.1622
asparagus,feta,0.0841
cream,melon,-0.0127
dates,ginger,0.0264
celery,peanut oil,-0.0153
peanut oil,tofu,0.2115
tofu,wine,0.0091
mushroom,pastry,-0.0899
bread,mango,-0.0657
bread,saffron,0.0058
mango,saffron,0.1044
pecan,pie crust,0.2192
lamb,marjoram,0.1837
apple,cheddar cheese,-0.0696
cheddar cheese,egg yolk,-0.0695
egg yolk,pie crust,0.0658
anchovy,bread,0.0755
allspice,almond,0.0082
almond,molasses,0.0179
lime,molasses,-0.1058
molasses,red wine,-0.0368
red wine,rum,-0.0964
beans,pumpkin,-0.0726
beef,pumpkin,-0.2056
buttermilk,sweet potato,-0.0084
vinegar,wheat,-0.0416
canola oil,dates,-0.0362
fennel,tarragon,0.1795
leek,shallot,0.093
leek,tarragon,0.1824
onion,shallot,-0.1112
tarragon,white pepper,0.134
avocado,enchilada,0.0746
enchilada,water,-0.0578
pecans,sauce,-0.1969
cabbage,cooking oil,0.041
cooking oil,sausage,-0.0033
cooking oil,thyme,0.0167
kombu,rice,0.1517
kombu,shiitake,0.3469
lemon,wheat,-0.0604
ice cream,olive oil,-0.3737
buffalo,flour,-0.0358
cream,soy sauce,-0.2823
cherry,peas,0.0003
caraway,marjoram,0.2471
acorn,egg,-0.0765
mozzarella cheese,oats,-0.2627
celery,pie,-0.0634
beer,fish,0.1349
coffee,nuts,0.0297
flour,pomegranate,-0.155
pomegranate,sauce,-0.1556
bread,icing,-0.066
icing,pumpkin,0.0187
basil,lamb,-0.0411
egg yolk,pork,-0.066
macaroni,swiss cheese,0.0486
cooking oil,sour cream,-0.0339
brown sugar,stuffing,-0.1101
ketchup,sausage,0.028
sausage,stuffing,0.1464
orange,shallot,0.0003
coconut,red wine,-0.2431
corn oil,vinegar,0.042
capers,goat cheese,0.0832
goat cheese,shrimp,-0.0751
bacon,feta cheese,-0.0575
feta cheese,goat cheese,-0.0556
egg yolk,parmesan cheese,-0.0077
corn,wheat,-0.0068
barley,carrot,0.1634
barley,kale,0.1073
barley,white pepper,0.0294
lentils,white pepper,-0.0429
margarine,red wine,-0.1473
asparagus,bread,-0.0732
lemon,sparkling wine,0.1177
feta cheese,mozzarella cheese,0.0112
lentils,turkey,-0.0069
fish,jalapeno,0.0266
horseradish,potato,0.0027
burdock,peas,0.1048
burdock,sesame oil,0.3023
carrot,feta cheese,-0.0563
carrot,pine nuts,-0.0048
coriander,white pepper,0.085
bamboo shoots,basil,0.072
bamboo shoots,coconut,0.1746
bamboo shoots,fish sauce,0.3016
alfalfa,pita bread,0.3532
asparagus,beans,-0.0545
ginger,soup,0.023
soup,sugar,-0.1738
barley,sausage,-0.0089
rosemary,salmon,-0.0087
cream,roquefort cheese,0.0621
agave,arrowroot,0.4215
green beans,orange,-0.0894
basil,swiss cheese,0.0058
buttermilk,walnut,-0.0024
ghee,spinach,0.1048
feta,sour cream,-0.0922
allspice,ham,-0.1024
cinnamon,ham,-0.2641
brown sugar,mixed nuts,0.1148
flour,mixed nuts,-0.0411
lemon,mixed nuts,-0.008
rosemary,vinegar,-0.0602
pie crust,pineapple,-0.0001
cheese,egg yolk,-0.0534
broccoli,pumpkin,-0.1293
eggplant,goat cheese,0.1373
goat cheese,lasagna,0.0737
cherry,oats,-0.1011
beef,corn oil,0.0375
brown sugar,corn oil,-0.0173
corn oil,sauce,-0.0478
sesame,wasabi,0.2744
cocoa,evaporated milk,0.1095
allspice,pastry,0.0383
bacon,ricotta cheese,-0.0664
garlic,stuffing,-0.071
green beans,stuffing,0.1234
bonito,salt,-0.0869
rice,ricotta cheese,-0.1674
apple,mango,-0.0039
lime,rosemary,-0.0959
pectin,pepper,-0.1483
cherry,coffee,-0.0749
bacon,biscuit,0.041
asparagus,peanut oil,0.0632
asparagus,tofu,0.0794
buttermilk,sesame,-0.0935
artichoke,rosemary,0.0973
honey,port wine,0.0611
cake,marshmallow,0.1336
cucumber,plum,0.1457
icing,raspberry,0.1301
apple cider vinegar,molasses,0.2061
maple syrup,molasses,0.0999
maple syrup,tomato,-0.1683
burdock,cabbage,0.096
burdock,chili,0.0451
burdock,rice,0.1017
banana,cottage cheese,0.049
capers,quinoa,-0.0271
margarine,yogurt,-0.0608
carrot,evaporated milk,-0.0546
evaporated milk,lemon,-0.1161
beef,turmeric,-0.0382
artichoke,shallot,0.063
apple,vodka,0.0717
apple cider vinegar,cucumber,0.0612
carrot,wasabi,0.0777
cucumber,wasabi,0.2049
honey,wasabi,0.0407
pie crust,syrup,0.1198
carrot,pancetta,0.1235
pancetta,rosemary,0.2078
honey,ricotta,0.0417
dill,okra,0.0461
okra,vinegar,0.0784
banana,sausage,-0.1008
banana,sugar substitute,0.1083
fish sauce,honey,-0.0106
sauce,soup,-0.0525
soup,tomato,0.0309
avocado,ginger,-0.0668
cauliflower,peanut oil,0.0248
cauliflower,macaroni,0.007
macaroni,yogurt,-0.0503
cabbage,sunflower,0.0791
bread,condensed milk,-0.1393
cheese,condensed milk,-0.2101
banana,tea,0.0309
rosemary,sherry,0.0574
cumin,macaroni,-0.0998
capsicum,salt,-0.0529
buttermilk,white chocolate,-0.022
maple syrup,pork,0.0092
chard,egg,-0.1112
allspice,pineapple,0.0664
allspice,sugar substitute,0.1094
pineapple,sugar substitute,0.0325
rum,sugar substitute,0.0898
cream cheese,pita bread,-0.0198
pita bread,sugar,-0.2145
cashew,egg,0.0203
cashew,flour,-0.0662
cashew,peanut oil,0.2303
margarine,wine,-0.0458
icing,sour cream,-0.029
sour cream,white bread,-0.0708
canola oil,cocoa,0.0143
canola oil,syrup,-0.052
pastry,pineapple,-0.0643
arrowroot,garlic,-0.0396
arrowroot,olive oil,-0.0487
arrowroot,onion,-0.0575
arrowroot,pepper,-0.0698
capsicum,cucumber,0.177
avocado,cream,-0.1687
chard,quinoa,0.2156
coffee,peppermint,0.1901
eggplant,oregano,0.152
buttermilk,mushroom,-0.1589
mushroom,sausage,0.0265
cauliflower,turkey,-0.0807
buttermilk,egg yolk,0.032
basil,chard,0.0151
carrot,chard,0.0889
chard,thyme,0.0443
macaroni,shrimp,-0.0637
horseradish,milk,-0.0668
bacon,okra,0.0588
beef,okra,0.0142
cabbage,lima beans,0.0767
lima beans,okra,0.2901
dates,quinoa,0.051
grape,margarine,-0.0965
almond,chicken,-0.2996
almond,garlic,-0.2759
almond,onion,-0.2727
rosemary,swiss cheese,-0.0783
miso,mushroom,0.0039
miso,sauce,-0.1728
cardamom,semolina,0.2586
cream,peppermint,0.1285
lemon,strawberry,0.006
cheese,fish,-0.0964
chicken,cider,0.0153
cider,cream,0.0476
cider,parsley,0.0587
peach,raspberry,0.1569
cumin,sherry,-0.0368
agave,cherry,-0.0246
agave,grapefruit,0.1937
cherry,grapefruit,0.0125
salt,vodka,-0.152
cinnamon,pectin,0.0151
avocado,ham,-0.0505
cheese,lobster,0.0066
lobster,sauce,0
egg,pistachio,-0.0299
milk,sweet potato,-0.0529
sweet potato,tofu,0.1103
beef,peanut oil,-0.0358
asparagus,cucumber,-0.0404
asparagus,ketchup,-0.1356
lemon,relish,0.0032
relish,sauce,0.0931
apple,shrimp,-0.2104
balsamic vinegar,hamburger,-0.0352
beef,sourdough,-0.03
lettuce,sourdough,0.1078
bread,lentils,-0.1027
coriander,kale,0.0507
cumin,kale,0.0184
cocoa,olive oil,-0.3021
olive oil,pancake,-0.1856
ham,soup,0.1155
fig,lemon,0.0387
fig,salt,-0.0289
chocolate,tea,-0.0402
burdock,miso,0.3815
cauliflower,mushroom,0.0049
vanilla,white wine,-0.3334
rosemary,tarragon,0.0478
chili,soup,-0.0261
pecans,strawberry,0.0597
sour cream,strawberry,-0.0018
garlic,rhubarb,-0.2328
pork,rhubarb,-0.046
cumin,sesame,-0.0698
lentils,tarragon,0.0477
apricot,honey,0.0414
blue cheese,pecan,0.1887
ham,relish,0.1337
chicken,safflower,-0.0189
mustard,safflower,0.0988
onion,safflower,-0.0043
cabbage,quinoa,-0.0559
coconut,rhubarb,-0.0214
ginger,rhubarb,0.0678
pasta,wine,0.0078
white wine,wine,-0.0705
pasta,vermouth,-0.0194
dates,mint,-0.0272
dates,pine nuts,0.0021
dates,yogurt,0.029
kidney beans,rosemary,-0.018
nutmeg,sherry,0.0628
nutmeg,shrimp,-0.1306
cream cheese,toffee,0.1038
sauce,toffee,-0.0788
butternut squash,green beans,-0.0369
butternut squash,tofu,0.0547
alfalfa,lime,0.1077
avocado,pecans,-0.1211
lime,pecans,-0.1803
bread,caraway,0.0587
cardamom,chia,0.1438
chia,ginger,-0.0461
chia,nutmeg,0.0638
margarine,rye bread,0.0453
rye bread,turkey,0.2064
cheddar cheese,pecans,-0.1308
pecans,rosemary,-0.1025
shortening,syrup,0.0409
honey,quinoa,0.0705
basmati rice,sesame oil,0.0032
basmati rice,soy sauce,0.0203
green beans,walnut,0.0635
coriander,corn oil,0.0977
corn oil,cumin,0.131
pumpkin,turmeric,-0.0462
cucumber,white bread,0.0281
cream,gin,-0.066
asparagus,tomato,-0.1306
tarragon,turkey,0.0194
tarragon,yogurt,0.0472
broccoli,pineapple,-0.1156
romano cheese,wine,0.1119
sesame oil,snapper,0.1219
snapper,soy sauce,0.072
lobster,milk,0.0524
lime,nuts,-0.0927
beer,caraway,0.1777
enchilada,turkey,0.1003
nutmeg,raspberry,-0.0914
crab,fish sauce,0.0965
crab,ginger,-0.015
crab,sugar,-0.1889
balsamic vinegar,syrup,-0.1628
bread,canola oil,-0.1084
green beans,sausage,-0.0348
kale,pineapple,-0.0647
salad dressing,taco,0.0279
mint,watercress,0.1244
thyme,watercress,0.0337
cherry,cocoa,-0.0171
fennel,tomato,0.0881
avocado,sesame oil,-0.0305
bacon,horseradish,0.0621
canola oil,horseradish,0.0105
artichoke,rice,-0.0196
basil,fig,0.0522
basil,wheat,0.0008
bacon,pecan,-0.0738
carrot,nuts,-0.1155
carrot,turmeric,0.0395
coriander,nuts,-0.0565
broccoli,saffron,-0.0595
cherry,saffron,0.0205
chia,lemon,0.0084
cooking oil,peas,0.0954
canola oil,white chocolate,-0.0529
horseradish,vinegar,0.0919
asparagus,blue cheese,0.0405
blue cheese,bread,0.0319
blue cheese,egg,-0.1051
cream,feta cheese,-0.1483
honey,pita bread,-0.0437
capers,ginger,-0.1929
apple cider vinegar,horseradish,0.0931
dill,sherry,-0.022
sherry,spinach,-0.0751
balsamic vinegar,chocolate,-0.2829
brandy,cream cheese,-0.0586
brandy,maple syrup,0.0291
honey,pie,-0.097
buttermilk,cherry,-0.0882
egg,mozzarella,0.0135
flour,mozzarella,-0.0562
black tea,star anise,0.3832
honey,star anise,0.094
basil,miso,-0.0606
cheddar cheese,lentils,-0.1059
chicken,kombu,-0.0805
ginger,kombu,0.0508
mozzarella cheese,pita bread,0.1476
pita bread,pizza,0.0884
green tea,honey,0.1541
green tea,salt,-0.1099
broccoli,grape,0.021
beans,burrito,0.2607
burrito,lettuce,0.1857
egg,peach,-0.0526
peach,pie,0.0763
cocoa powder,pumpkin,-0.0085
acorn,cumin,0.0239
cumin,millet,0.0938
allspice,cabbage,0.0064
barley,cabbage,0.0759
barley,syrup,-0.0212
beef,syrup,-0.2416
quinoa,shallot,0.1102
ginger,salad dressing,-0.1505
salad dressing,sesame,-0.0222
lamb,mango,0.0674
cherry,tarragon,0.0549
parsley,port wine,-0.0157
cheddar cheese,quinoa,-0.0508
swiss cheese,tomato,-0.0839
bacon,pita bread,-0.0598
pine nuts,pita bread,0.1019
pita bread,water,-0.0718
cinnamon,hamburger,-0.2127
buttermilk,ricotta cheese,-0.0536
allspice,white chocolate,-0.026
condensed milk,ice cream,0.0767
feta,pastry,0.0623
apple,beef,-0.1213
apple,red wine,0.0041
beans,cranberry,-0.1295
celery,cranberry,-0.0363
cranberry,rice,-0.1591
bread,pine nuts,-0.0302
pine nuts,rosemary,0.0382
butter,safflower,-0.1041
honey,safflower,0.0396
green beans,lentils,0.0354
lentils,sesame oil,-0.0743
mango,sesame oil,0.0361
arrowroot,egg,0.0152
evaporated milk,tomato,-0.1337
evaporated milk,turkey,-0.0726
pie,salmon,-0.077
sesame,thyme,-0.1825
biscuit,egg,0.0185
biscuit,thyme,-0.0289
egg,saffron,-0.1299
cream cheese,shortening,-0.0718
coriander,rosemary,-0.0674
pineapple,rosemary,-0.128
cinnamon,milk powder,0.0865
parmesan cheese,vegetable juice,0.0122
rice,vegetable juice,0.0954
cheese,ginger,-0.2847
dill,sage,-0.0345
parsley,ricotta,0.0612
beer,horseradish,0.1143
cabbage,horseradish,0.0566
bacon,chard,0.0853
bacon,pie crust,-0.0067
chocolate,mixed nuts,0.0233
pizza,taco,0.0614
capers,provolone cheese,0.0273
capers,sugar,-0.1933
celery,provolone cheese,-0.107
parsley,provolone cheese,0.0314
avocado,pistachio,0.0874
avocado,salad,0.2081
pepper,pistachio,-0.0665
brown sugar,peach,0.0189
ginger,peach,0.0398
ice cream,peach,0.1831
oats,peach,-0.0182
brown sugar,pasta,-0.308
evaporated milk,gelatin,0.1555
cream,pistachio,0.0071
pumpkin,shortening,0.0455
apricot,cardamom,0.0997
thyme,truffle,0.1493
buttermilk,peanut oil,0.0168
chocolate,peanut oil,-0.2179
egg yolk,molasses,0.0268
flour,mace,0.0526
mace,molasses,0.2326
nutmeg,peanut oil,-0.1359
peanut butter,raspberry,-0.0173
cheese,icing,-0.1368
cheese,pistachio,-0.0492
cheese,rhubarb,-0.1611
lemon,pistachio,0.0265
cocktail,red wine,0.0479
adobo,yogurt,0.0419
shrimp,yogurt,-0.0818
banana,wheat,0.1358
onion,sugar substitute,-0.17
fish,pine nuts,-0.0031
chard,vinegar,-0.0361
mint,sesame,-0.0632
bread,port wine,0.0373
strawberry,white chocolate,0.0714
pine nuts,pizza,0.047
evaporated milk,mozzarella cheese,-0.0888
evaporated milk,shrimp,-0.0631
evaporated milk,swiss cheese,0.0301
evaporated milk,yogurt,-0.1453
swiss cheese,yogurt,-0.1084
asparagus,goat cheese,0.1716
coconut,kidney beans,-0.0725
basil,gin,0.012
dark chocolate,white chocolate,0.2667
bonito,egg,-0.0497
bonito,miso,0.2504
caraway,cardamom,0.1035
caraway,orange,-0.0349
condensed milk,egg yolk,0.0824
egg yolk,lime,-0.0621
bread,horseradish,0.0558
butternut squash,potato,0.0326
agave,rum,0.0555
oats,pineapple,-0.0713
oats,rum,-0.097
beef,rum,-0.2452
onion,rum,-0.2356
pork,rum,-0.1223
rum,sauce,-0.184
bread,walnut,-0.0284
green beans,shallot,0.1166
thyme,walnut,-0.0276
apricot,vodka,0.0608
bacon,taco,-0.1061
cream,pancake,-0.0388
horseradish,sausage,-0.0537
cheddar cheese,mexican oregano,0.057
coriander,mexican oregano,0.1359
feta cheese,lamb,0.1654
